instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,total,time_of_day
3367,2011-05-25,Summer,0,May,4,0,Wed,1,Clear/Partly Cloudy,0.54,0.5152,1.0,0.1045,0,3,3,Morning
3368,2011-05-25,Summer,0,May,5,0,Wed,1,Clear/Partly Cloudy,0.56,0.5303,0.88,0.0896,2,23,25,Morning
3369,2011-05-25,Summer,0,May,6,0,Wed,1,Clear/Partly Cloudy,0.56,0.5303,0.94,0.0896,4,113,117,Morning
3370,2011-05-25,Summer,0,May,7,0,Wed,1,Clear/Partly Cloudy,0.62,0.5909,0.73,0.1343,29,284,313,Morning
3371,2011-05-25,Summer,0,May,8,0,Wed,1,Clear/Partly Cloudy,0.64,0.6061,0.69,0.2239,36,495,531,Afternoon
3372,2011-05-25,Summer,0,May,9,0,Wed,1,Clear/Partly Cloudy,0.68,0.6364,0.65,0.0896,27,207,234,Afternoon
3373,2011-05-25,Summer,0,May,10,0,Wed,1,Clear/Partly Cloudy,0.7,0.6515,0.61,0.0896,30,105,135,Afternoon
3374,2011-05-25,Summer,0,May,11,0,Wed,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.0896,36,104,140,Afternoon
3375,2011-05-25,Summer,0,May,12,0,Wed,1,Clear/Partly Cloudy,0.74,0.6818,0.55,0.1343,32,178,210,Afternoon
3376,2011-05-25,Summer,0,May,13,0,Wed,1,Clear/Partly Cloudy,0.74,0.6818,0.55,0.1343,39,163,202,Afternoon
3377,2011-05-25,Summer,0,May,14,0,Wed,1,Clear/Partly Cloudy,0.74,0.6818,0.55,0.1642,47,121,168,Afternoon
3378,2011-05-25,Summer,0,May,15,0,Wed,1,Clear/Partly Cloudy,0.76,0.697,0.52,0.2537,37,145,182,Afternoon
3379,2011-05-25,Summer,0,May,16,0,Wed,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.2836,61,238,299,Night
3380,2011-05-25,Summer,0,May,17,0,Wed,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.2239,77,524,601,Night
3381,2011-05-25,Summer,0,May,18,0,Wed,1,Clear/Partly Cloudy,0.72,0.6667,0.58,0.2239,66,451,517,Night
3382,2011-05-25,Summer,0,May,19,0,Wed,1,Clear/Partly Cloudy,0.7,0.6515,0.61,0.1343,73,332,405,Night
3383,2011-05-25,Summer,0,May,20,0,Wed,1,Clear/Partly Cloudy,0.7,0.6515,0.61,0.1642,56,284,340,Night
3384,2011-05-25,Summer,0,May,21,0,Wed,1,Clear/Partly Cloudy,0.66,0.6212,0.69,0.1343,33,203,236,Night
3385,2011-05-25,Summer,0,May,22,0,Wed,1,Clear/Partly Cloudy,0.66,0.6212,0.69,0.2537,34,140,174,Night
3386,2011-05-25,Summer,0,May,23,0,Wed,1,Clear/Partly Cloudy,0.64,0.6061,0.73,0.1343,12,74,86,Night
3387,2011-05-26,Summer,0,May,0,0,Thu,1,Clear/Partly Cloudy,0.64,0.6061,0.73,0.1343,11,34,45,Morning
3388,2011-05-26,Summer,0,May,1,0,Thu,1,Clear/Partly Cloudy,0.64,0.6061,0.73,0.1343,3,13,16,Morning
3389,2011-05-26,Summer,0,May,2,0,Thu,1,Clear/Partly Cloudy,0.62,0.5758,0.83,0.1045,7,7,14,Morning
3390,2011-05-26,Summer,0,May,3,0,Thu,1,Clear/Partly Cloudy,0.6,0.5455,0.88,0.0896,0,4,4,Morning
3391,2011-05-26,Summer,0,May,4,0,Thu,1,Clear/Partly Cloudy,0.6,0.5455,0.88,0.0,0,2,2,Morning
3392,2011-05-26,Summer,0,May,5,0,Thu,1,Misty/Cloudy,0.6,0.5455,0.88,0.0896,2,25,27,Morning
3393,2011-05-26,Summer,0,May,6,0,Thu,1,Misty/Cloudy,0.6,0.5,1.0,0.0896,4,94,98,Morning
3394,2011-05-26,Summer,0,May,7,0,Thu,1,Misty/Cloudy,0.62,0.5455,0.94,0.2537,16,270,286,Morning
3395,2011-05-26,Summer,0,May,8,0,Thu,1,Misty/Cloudy,0.66,0.6061,0.83,0.1642,31,458,489,Afternoon
3396,2011-05-26,Summer,0,May,9,0,Thu,1,Clear/Partly Cloudy,0.72,0.6818,0.7,0.1642,22,194,216,Afternoon
3397,2011-05-26,Summer,0,May,10,0,Thu,1,Clear/Partly Cloudy,0.7,0.6667,0.74,0.2836,49,94,143,Afternoon
3398,2011-05-26,Summer,0,May,11,0,Thu,1,Clear/Partly Cloudy,0.74,0.697,0.66,0.2239,36,124,160,Afternoon
3399,2011-05-26,Summer,0,May,12,0,Thu,1,Clear/Partly Cloudy,0.78,0.7424,0.59,0.3284,53,141,194,Afternoon
3400,2011-05-26,Summer,0,May,13,0,Thu,1,Clear/Partly Cloudy,0.82,0.7727,0.52,0.2836,52,145,197,Afternoon
3401,2011-05-26,Summer,0,May,14,0,Thu,1,Clear/Partly Cloudy,0.82,0.7727,0.52,0.2836,44,145,189,Afternoon
3402,2011-05-26,Summer,0,May,15,0,Thu,1,Misty/Cloudy,0.82,0.7576,0.46,0.2836,40,101,141,Afternoon
3403,2011-05-26,Summer,0,May,16,0,Thu,1,Misty/Cloudy,0.8,0.7424,0.49,0.3582,58,233,291,Night
3404,2011-05-26,Summer,0,May,17,0,Thu,1,Clear/Partly Cloudy,0.8,0.7273,0.46,0.2836,49,445,494,Night
3405,2011-05-26,Summer,0,May,18,0,Thu,1,Clear/Partly Cloudy,0.8,0.7273,0.46,0.3284,74,404,478,Night
3406,2011-05-26,Summer,0,May,19,0,Thu,1,Clear/Partly Cloudy,0.78,0.697,0.46,0.3284,67,311,378,Night
3407,2011-05-26,Summer,0,May,20,0,Thu,1,Clear/Partly Cloudy,0.72,0.6667,0.58,0.1642,55,267,322,Night
3408,2011-05-26,Summer,0,May,21,0,Thu,1,Clear/Partly Cloudy,0.72,0.6818,0.62,0.0896,45,178,223,Night
3409,2011-05-26,Summer,0,May,22,0,Thu,1,Clear/Partly Cloudy,0.7,0.6515,0.65,0.1343,23,157,180,Night
3410,2011-05-26,Summer,0,May,23,0,Thu,1,Clear/Partly Cloudy,0.7,0.6515,0.65,0.194,17,73,90,Night
3411,2011-05-27,Summer,0,May,0,0,Fri,1,Clear/Partly Cloudy,0.68,0.6364,0.69,0.2537,14,55,69,Morning
3412,2011-05-27,Summer,0,May,1,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.58,0.2985,14,36,50,Morning
3413,2011-05-27,Summer,0,May,2,0,Fri,1,Clear/Partly Cloudy,0.68,0.6364,0.61,0.2239,6,12,18,Morning
3414,2011-05-27,Summer,0,May,3,0,Fri,1,Clear/Partly Cloudy,0.66,0.6212,0.65,0.0896,1,11,12,Morning
3415,2011-05-27,Summer,0,May,4,0,Fri,1,Clear/Partly Cloudy,0.64,0.6061,0.69,0.1343,2,5,7,Morning
3416,2011-05-27,Summer,0,May,5,0,Fri,1,Clear/Partly Cloudy,0.64,0.6061,0.65,0.2836,2,29,31,Morning
3417,2011-05-27,Summer,0,May,6,0,Fri,1,Clear/Partly Cloudy,0.64,0.6061,0.69,0.0896,8,73,81,Morning
3418,2011-05-27,Summer,0,May,7,0,Fri,1,Clear/Partly Cloudy,0.64,0.6061,0.73,0.1642,20,229,249,Morning
3419,2011-05-27,Summer,0,May,8,0,Fri,1,Clear/Partly Cloudy,0.66,0.6212,0.74,0.2836,25,393,418,Afternoon
3420,2011-05-27,Summer,0,May,9,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.65,0.2836,37,190,227,Afternoon
3421,2011-05-27,Summer,0,May,10,0,Fri,1,Clear/Partly Cloudy,0.72,0.6667,0.54,0.3881,42,111,153,Afternoon
3422,2011-05-27,Summer,0,May,11,0,Fri,1,Misty/Cloudy,0.74,0.6818,0.55,0.3284,40,126,166,Afternoon
3423,2011-05-27,Summer,0,May,12,0,Fri,1,Misty/Cloudy,0.76,0.697,0.55,0.2985,53,190,243,Afternoon
3424,2011-05-27,Summer,0,May,13,0,Fri,1,Clear/Partly Cloudy,0.74,0.6818,0.58,0.194,51,158,209,Afternoon
3425,2011-05-27,Summer,0,May,14,0,Fri,1,Clear/Partly Cloudy,0.76,0.697,0.55,0.2537,51,188,239,Afternoon
3426,2011-05-27,Summer,0,May,15,0,Fri,1,Clear/Partly Cloudy,0.78,0.7121,0.49,0.2836,98,258,356,Afternoon
3427,2011-05-27,Summer,0,May,16,0,Fri,1,Misty/Cloudy,0.76,0.697,0.55,0.3881,63,356,419,Night
3428,2011-05-27,Summer,0,May,17,0,Fri,1,Clear/Partly Cloudy,0.74,0.6818,0.58,0.3881,77,414,491,Night
3429,2011-05-27,Summer,0,May,18,0,Fri,1,Misty/Cloudy,0.72,0.6818,0.62,0.2985,89,310,399,Night
3430,2011-05-27,Summer,0,May,19,0,Fri,1,Light Snow/Rain,0.6,0.5758,0.78,0.2537,69,210,279,Night
3431,2011-05-27,Summer,0,May,20,0,Fri,1,Misty/Cloudy,0.62,0.5909,0.73,0.2239,24,120,144,Night
3432,2011-05-27,Summer,0,May,21,0,Fri,1,Clear/Partly Cloudy,0.6,0.5606,0.83,0.1045,37,114,151,Night
3433,2011-05-27,Summer,0,May,22,0,Fri,1,Clear/Partly Cloudy,0.6,0.5758,0.78,0.1343,25,116,141,Night
3434,2011-05-27,Summer,0,May,23,0,Fri,1,Clear/Partly Cloudy,0.58,0.5455,0.88,0.1343,23,104,127,Night
3435,2011-05-28,Summer,0,May,0,0,Sat,0,Clear/Partly Cloudy,0.58,0.5455,0.88,0.1343,15,79,94,Morning
3436,2011-05-28,Summer,0,May,1,0,Sat,0,Clear/Partly Cloudy,0.58,0.5455,0.88,0.194,8,47,55,Morning
3437,2011-05-28,Summer,0,May,2,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.94,0.194,13,35,48,Morning
3438,2011-05-28,Summer,0,May,3,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.88,0.2239,2,13,15,Morning
3439,2011-05-28,Summer,0,May,4,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.88,0.2537,0,4,4,Morning
3440,2011-05-28,Summer,0,May,5,0,Sat,0,Clear/Partly Cloudy,0.56,0.5303,0.88,0.2239,4,3,7,Morning
3441,2011-05-28,Summer,0,May,6,0,Sat,0,Clear/Partly Cloudy,0.58,0.5455,0.83,0.2537,3,16,19,Morning
3442,2011-05-28,Summer,0,May,7,0,Sat,0,Clear/Partly Cloudy,0.6,0.5606,0.83,0.2537,17,33,50,Morning
3443,2011-05-28,Summer,0,May,8,0,Sat,0,Clear/Partly Cloudy,0.62,0.5909,0.78,0.194,27,75,102,Afternoon
3444,2011-05-28,Summer,0,May,9,0,Sat,0,Clear/Partly Cloudy,0.64,0.6061,0.73,0.2537,61,116,177,Afternoon
3445,2011-05-28,Summer,0,May,10,0,Sat,0,Clear/Partly Cloudy,0.7,0.6515,0.65,0.2239,110,166,276,Afternoon
3446,2011-05-28,Summer,0,May,11,0,Sat,0,Clear/Partly Cloudy,0.7,0.6515,0.65,0.2239,171,178,349,Afternoon
3447,2011-05-28,Summer,0,May,12,0,Sat,0,Clear/Partly Cloudy,0.72,0.6667,0.58,0.2537,145,213,358,Afternoon
3448,2011-05-28,Summer,0,May,13,0,Sat,0,Clear/Partly Cloudy,0.72,0.6818,0.62,0.2239,168,217,385,Afternoon
3449,2011-05-28,Summer,0,May,14,0,Sat,0,Clear/Partly Cloudy,0.74,0.6818,0.58,0.2239,172,210,382,Afternoon
3450,2011-05-28,Summer,0,May,15,0,Sat,0,Clear/Partly Cloudy,0.74,0.6818,0.55,0.2239,187,187,374,Afternoon
3451,2011-05-28,Summer,0,May,16,0,Sat,0,Clear/Partly Cloudy,0.76,0.697,0.55,0.2836,201,201,402,Night
3452,2011-05-28,Summer,0,May,17,0,Sat,0,Clear/Partly Cloudy,0.74,0.6818,0.55,0.2985,180,161,341,Night
3453,2011-05-28,Summer,0,May,18,0,Sat,0,Clear/Partly Cloudy,0.72,0.6818,0.62,0.2537,173,212,385,Night
3454,2011-05-28,Summer,0,May,19,0,Sat,0,Clear/Partly Cloudy,0.7,0.6515,0.65,0.194,99,153,252,Night
3455,2011-05-28,Summer,0,May,20,0,Sat,0,Clear/Partly Cloudy,0.7,0.6515,0.65,0.2239,68,128,196,Night
3456,2011-05-28,Summer,0,May,21,0,Sat,0,Clear/Partly Cloudy,0.66,0.6212,0.74,0.2985,87,114,201,Night
3457,2011-05-28,Summer,0,May,22,0,Sat,0,Clear/Partly Cloudy,0.66,0.6061,0.78,0.2239,46,115,161,Night
3458,2011-05-28,Summer,0,May,23,0,Sat,0,Clear/Partly Cloudy,0.64,0.5758,0.83,0.194,44,81,125,Night
3459,2011-05-29,Summer,0,May,0,0,Sun,0,Clear/Partly Cloudy,0.64,0.5758,0.83,0.2239,32,51,83,Morning
3460,2011-05-29,Summer,0,May,1,0,Sun,0,Clear/Partly Cloudy,0.62,0.5606,0.88,0.1642,17,49,66,Morning
3461,2011-05-29,Summer,0,May,2,0,Sun,0,Clear/Partly Cloudy,0.62,0.5606,0.88,0.1045,12,49,61,Morning
3462,2011-05-29,Summer,0,May,3,0,Sun,0,Clear/Partly Cloudy,0.62,0.5606,0.88,0.1045,2,24,26,Morning
3463,2011-05-29,Summer,0,May,4,0,Sun,0,Clear/Partly Cloudy,0.6,0.5455,0.88,0.0896,13,10,23,Morning
3464,2011-05-29,Summer,0,May,5,0,Sun,0,Clear/Partly Cloudy,0.6,0.5152,0.94,0.1642,3,3,6,Morning
3465,2011-05-29,Summer,0,May,6,0,Sun,0,Misty/Cloudy,0.62,0.5606,0.88,0.194,5,10,15,Morning
3466,2011-05-29,Summer,0,May,7,0,Sun,0,Misty/Cloudy,0.62,0.5606,0.88,0.2537,13,17,30,Morning
3467,2011-05-29,Summer,0,May,8,0,Sun,0,Misty/Cloudy,0.62,0.5606,0.88,0.2239,34,62,96,Afternoon
3468,2011-05-29,Summer,0,May,9,0,Sun,0,Misty/Cloudy,0.62,0.5455,0.94,0.2537,74,78,152,Afternoon
3469,2011-05-29,Summer,0,May,10,0,Sun,0,Misty/Cloudy,0.66,0.6061,0.83,0.2239,130,121,251,Afternoon
3470,2011-05-29,Summer,0,May,11,0,Sun,0,Misty/Cloudy,0.66,0.6061,0.83,0.2836,139,180,319,Afternoon
3471,2011-05-29,Summer,0,May,12,0,Sun,0,Misty/Cloudy,0.7,0.6667,0.74,0.2239,216,186,402,Afternoon
3472,2011-05-29,Summer,0,May,13,0,Sun,0,Clear/Partly Cloudy,0.72,0.6818,0.7,0.2836,237,181,418,Afternoon
3473,2011-05-29,Summer,0,May,14,0,Sun,0,Clear/Partly Cloudy,0.74,0.697,0.7,0.2836,183,168,351,Afternoon
3474,2011-05-29,Summer,0,May,15,0,Sun,0,Clear/Partly Cloudy,0.74,0.697,0.7,0.2985,221,155,376,Afternoon
3475,2011-05-29,Summer,0,May,16,0,Sun,0,Clear/Partly Cloudy,0.74,0.697,0.7,0.2836,194,167,361,Night
3476,2011-05-29,Summer,0,May,17,0,Sun,0,Clear/Partly Cloudy,0.74,0.697,0.7,0.2836,214,169,383,Night
3477,2011-05-29,Summer,0,May,18,0,Sun,0,Clear/Partly Cloudy,0.72,0.697,0.74,0.2836,151,177,328,Night
3478,2011-05-29,Summer,0,May,19,0,Sun,0,Clear/Partly Cloudy,0.72,0.697,0.74,0.2537,141,146,287,Night
3479,2011-05-29,Summer,0,May,20,0,Sun,0,Clear/Partly Cloudy,0.7,0.6667,0.79,0.194,91,128,219,Night
3480,2011-05-29,Summer,0,May,21,0,Sun,0,Clear/Partly Cloudy,0.68,0.6364,0.83,0.1642,107,122,229,Night
3481,2011-05-29,Summer,0,May,22,0,Sun,0,Clear/Partly Cloudy,0.66,0.5909,0.89,0.1343,78,93,171,Night
3482,2011-05-29,Summer,0,May,23,0,Sun,0,Clear/Partly Cloudy,0.66,0.5909,0.89,0.1642,48,87,135,Night
3483,2011-05-30,Summer,0,May,0,1,Mon,0,Clear/Partly Cloudy,0.64,0.5606,0.94,0.194,38,65,103,Morning
3484,2011-05-30,Summer,0,May,1,1,Mon,0,Clear/Partly Cloudy,0.64,0.5606,0.94,0.1343,26,53,79,Morning
3485,2011-05-30,Summer,0,May,2,1,Mon,0,Clear/Partly Cloudy,0.64,0.5606,0.94,0.194,17,28,45,Morning
3486,2011-05-30,Summer,0,May,3,1,Mon,0,Clear/Partly Cloudy,0.64,0.5606,0.94,0.194,10,8,18,Morning
3487,2011-05-30,Summer,0,May,4,1,Mon,0,Clear/Partly Cloudy,0.62,0.5455,0.94,0.1642,2,4,6,Morning
3488,2011-05-30,Summer,0,May,5,1,Mon,0,Misty/Cloudy,0.62,0.5455,0.94,0.1045,1,6,7,Morning
3489,2011-05-30,Summer,0,May,6,1,Mon,0,Misty/Cloudy,0.64,0.5606,0.94,0.0896,6,10,16,Morning
3490,2011-05-30,Summer,0,May,7,1,Mon,0,Misty/Cloudy,0.64,0.5606,0.94,0.0,12,19,31,Morning
3491,2011-05-30,Summer,0,May,8,1,Mon,0,Misty/Cloudy,0.66,0.5909,0.89,0.1045,36,58,94,Afternoon
3492,2011-05-30,Summer,0,May,9,1,Mon,0,Clear/Partly Cloudy,0.72,0.697,0.74,0.0896,47,81,128,Afternoon
3493,2011-05-30,Summer,0,May,10,1,Mon,0,Clear/Partly Cloudy,0.8,0.7576,0.55,0.2537,116,153,269,Afternoon
3494,2011-05-30,Summer,0,May,11,1,Mon,0,Clear/Partly Cloudy,0.82,0.7727,0.52,0.0,153,168,321,Afternoon
3495,2011-05-30,Summer,0,May,12,1,Mon,0,Clear/Partly Cloudy,0.86,0.803,0.47,0.1045,179,187,366,Afternoon
3496,2011-05-30,Summer,0,May,13,1,Mon,0,Clear/Partly Cloudy,0.86,0.7879,0.44,0.0896,133,217,350,Afternoon
3497,2011-05-30,Summer,0,May,14,1,Mon,0,Clear/Partly Cloudy,0.88,0.803,0.39,0.0,142,185,327,Afternoon
3498,2011-05-30,Summer,0,May,15,1,Mon,0,Clear/Partly Cloudy,0.88,0.803,0.39,0.2537,132,179,311,Afternoon
3499,2011-05-30,Summer,0,May,16,1,Mon,0,Clear/Partly Cloudy,0.88,0.7879,0.37,0.2836,101,208,309,Night
3500,2011-05-30,Summer,0,May,17,1,Mon,0,Clear/Partly Cloudy,0.86,0.7879,0.41,0.2239,102,202,304,Night
3501,2011-05-30,Summer,0,May,18,1,Mon,0,Clear/Partly Cloudy,0.86,0.7879,0.41,0.1642,77,172,249,Night
3502,2011-05-30,Summer,0,May,19,1,Mon,0,Misty/Cloudy,0.52,0.5,0.48,0.1045,68,157,225,Night
3503,2011-05-30,Summer,0,May,20,1,Mon,0,Clear/Partly Cloudy,0.76,0.7121,0.58,0.0,69,168,237,Night
3504,2011-05-30,Summer,0,May,21,1,Mon,0,Clear/Partly Cloudy,0.74,0.697,0.7,0.1343,42,107,149,Night
3505,2011-05-30,Summer,0,May,22,1,Mon,0,Clear/Partly Cloudy,0.72,0.697,0.74,0.1642,26,80,106,Night
3506,2011-05-30,Summer,0,May,23,1,Mon,0,Clear/Partly Cloudy,0.7,0.6667,0.84,0.1045,14,34,48,Night
3507,2011-05-31,Summer,0,May,0,0,Tue,1,Clear/Partly Cloudy,0.7,0.6667,0.79,0.0896,9,20,29,Morning
3508,2011-05-31,Summer,0,May,1,0,Tue,1,Clear/Partly Cloudy,0.68,0.6364,0.89,0.0896,8,9,17,Morning
3509,2011-05-31,Summer,0,May,2,0,Tue,1,Misty/Cloudy,0.66,0.5909,0.94,0.1343,5,7,12,Morning
3510,2011-05-31,Summer,0,May,3,0,Tue,1,Misty/Cloudy,0.64,0.5606,0.94,0.0,1,3,4,Morning
3511,2011-05-31,Summer,0,May,4,0,Tue,1,Clear/Partly Cloudy,0.66,0.6061,0.83,0.0896,0,3,3,Morning
3512,2011-05-31,Summer,0,May,5,0,Tue,1,Clear/Partly Cloudy,0.66,0.6061,0.83,0.0896,0,26,26,Morning
3513,2011-05-31,Summer,0,May,6,0,Tue,1,Clear/Partly Cloudy,0.68,0.6364,0.79,0.0896,11,98,109,Morning
3514,2011-05-31,Summer,0,May,7,0,Tue,1,Clear/Partly Cloudy,0.74,0.697,0.66,0.1045,16,219,235,Morning
3515,2011-05-31,Summer,0,May,8,0,Tue,1,Clear/Partly Cloudy,0.78,0.7424,0.59,0.1343,34,372,406,Afternoon
3516,2011-05-31,Summer,0,May,9,0,Tue,1,Clear/Partly Cloudy,0.8,0.7576,0.55,0.1343,22,153,175,Afternoon
3517,2011-05-31,Summer,0,May,10,0,Tue,1,Clear/Partly Cloudy,0.82,0.7879,0.56,0.1343,37,72,109,Afternoon
3518,2011-05-31,Summer,0,May,11,0,Tue,1,Clear/Partly Cloudy,0.86,0.803,0.47,0.0,28,78,106,Afternoon
3519,2011-05-31,Summer,0,May,12,0,Tue,1,Clear/Partly Cloudy,0.86,0.803,0.47,0.1343,37,125,162,Afternoon
3520,2011-05-31,Summer,0,May,13,0,Tue,1,Clear/Partly Cloudy,0.9,0.8333,0.39,0.1642,37,110,147,Afternoon
3521,2011-05-31,Summer,0,May,14,0,Tue,1,Clear/Partly Cloudy,0.9,0.8182,0.37,0.0,41,99,140,Afternoon
3522,2011-05-31,Summer,0,May,15,0,Tue,1,Clear/Partly Cloudy,0.9,0.8182,0.37,0.1642,42,133,175,Afternoon
3523,2011-05-31,Summer,0,May,16,0,Tue,1,Clear/Partly Cloudy,0.9,0.8333,0.39,0.1343,44,205,249,Night
3524,2011-05-31,Summer,0,May,17,0,Tue,1,Clear/Partly Cloudy,0.84,0.803,0.53,0.2239,67,428,495,Night
3525,2011-05-31,Summer,0,May,18,0,Tue,1,Clear/Partly Cloudy,0.84,0.803,0.53,0.194,55,362,417,Night
3526,2011-05-31,Summer,0,May,19,0,Tue,1,Clear/Partly Cloudy,0.78,0.7424,0.62,0.1045,39,246,285,Night
3527,2011-05-31,Summer,0,May,20,0,Tue,1,Clear/Partly Cloudy,0.78,0.7424,0.62,0.1045,38,213,251,Night
3528,2011-05-31,Summer,0,May,21,0,Tue,1,Clear/Partly Cloudy,0.76,0.7273,0.66,0.1045,45,165,210,Night
3529,2011-05-31,Summer,0,May,22,0,Tue,1,Clear/Partly Cloudy,0.74,0.697,0.7,0.1642,42,117,159,Night
3530,2011-05-31,Summer,0,May,23,0,Tue,1,Clear/Partly Cloudy,0.72,0.697,0.79,0.0896,15,46,61,Night
3531,2011-06-01,Summer,0,Jun,0,0,Wed,1,Clear/Partly Cloudy,0.7,0.6667,0.79,0.1642,9,25,34,Morning
3532,2011-06-01,Summer,0,Jun,1,0,Wed,1,Clear/Partly Cloudy,0.7,0.6667,0.84,0.2537,8,9,17,Morning
3533,2011-06-01,Summer,0,Jun,2,0,Wed,1,Clear/Partly Cloudy,0.7,0.6667,0.79,0.1642,0,3,3,Morning
3534,2011-06-01,Summer,0,Jun,3,0,Wed,1,Clear/Partly Cloudy,0.68,0.6364,0.89,0.194,0,6,6,Morning
3535,2011-06-01,Summer,0,Jun,4,0,Wed,1,Misty/Cloudy,0.68,0.6364,0.89,0.2239,0,4,4,Morning
3536,2011-06-01,Summer,0,Jun,5,0,Wed,1,Misty/Cloudy,0.66,0.5909,0.89,0.0896,2,19,21,Morning
3537,2011-06-01,Summer,0,Jun,6,0,Wed,1,Misty/Cloudy,0.68,0.6364,0.89,0.0896,7,121,128,Morning
3538,2011-06-01,Summer,0,Jun,7,0,Wed,1,Misty/Cloudy,0.7,0.6667,0.79,0.1642,19,265,284,Morning
3539,2011-06-01,Summer,0,Jun,8,0,Wed,1,Misty/Cloudy,0.72,0.697,0.79,0.194,37,417,454,Afternoon
3540,2011-06-01,Summer,0,Jun,9,0,Wed,1,Misty/Cloudy,0.74,0.7121,0.74,0.2239,34,173,207,Afternoon
3541,2011-06-01,Summer,0,Jun,10,0,Wed,1,Misty/Cloudy,0.76,0.7424,0.75,0.2537,31,84,115,Afternoon
3542,2011-06-01,Summer,0,Jun,11,0,Wed,1,Misty/Cloudy,0.82,0.803,0.59,0.2239,26,86,112,Afternoon
3543,2011-06-01,Summer,0,Jun,12,0,Wed,1,Clear/Partly Cloudy,0.86,0.8333,0.53,0.0,32,137,169,Afternoon
3544,2011-06-01,Summer,0,Jun,13,0,Wed,1,Clear/Partly Cloudy,0.9,0.8182,0.37,0.194,29,125,154,Afternoon
3545,2011-06-01,Summer,0,Jun,14,0,Wed,1,Clear/Partly Cloudy,0.9,0.8182,0.37,0.2537,40,105,145,Afternoon
3546,2011-06-01,Summer,0,Jun,15,0,Wed,1,Clear/Partly Cloudy,0.9,0.8333,0.39,0.2985,25,127,152,Afternoon
3547,2011-06-01,Summer,0,Jun,16,0,Wed,1,Clear/Partly Cloudy,0.86,0.803,0.47,0.2985,39,227,266,Night
3548,2011-06-01,Summer,0,Jun,17,0,Wed,1,Clear/Partly Cloudy,0.86,0.803,0.47,0.2985,52,434,486,Night
3549,2011-06-01,Summer,0,Jun,18,0,Wed,1,Light Snow/Rain,0.82,0.7879,0.56,0.3881,31,278,309,Night
3550,2011-06-01,Summer,0,Jun,19,0,Wed,1,Misty/Cloudy,0.74,0.7121,0.79,0.1642,16,248,264,Night
3551,2011-06-01,Summer,0,Jun,20,0,Wed,1,Misty/Cloudy,0.74,0.7121,0.79,0.2537,23,233,256,Night
3552,2011-06-01,Summer,0,Jun,21,0,Wed,1,Clear/Partly Cloudy,0.74,0.697,0.7,0.2836,29,161,190,Night
3553,2011-06-01,Summer,0,Jun,22,0,Wed,1,Clear/Partly Cloudy,0.74,0.697,0.66,0.1343,14,115,129,Night
3554,2011-06-01,Summer,0,Jun,23,0,Wed,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.1642,10,59,69,Night
3555,2011-06-02,Summer,0,Jun,0,0,Thu,1,Clear/Partly Cloudy,0.74,0.6515,0.4,0.3582,11,31,42,Morning
3556,2011-06-02,Summer,0,Jun,1,0,Thu,1,Clear/Partly Cloudy,0.72,0.6515,0.38,0.1045,3,12,15,Morning
3557,2011-06-02,Summer,0,Jun,2,0,Thu,1,Clear/Partly Cloudy,0.7,0.6364,0.39,0.0,0,6,6,Morning
3558,2011-06-02,Summer,0,Jun,3,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.44,0.1045,0,4,4,Morning
3559,2011-06-02,Summer,0,Jun,4,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.41,0.194,0,3,3,Morning
3560,2011-06-02,Summer,0,Jun,5,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.39,0.2239,3,28,31,Morning
3561,2011-06-02,Summer,0,Jun,6,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.39,0.1343,7,106,113,Morning
3562,2011-06-02,Summer,0,Jun,7,0,Thu,1,Clear/Partly Cloudy,0.7,0.6364,0.34,0.2537,19,285,304,Morning
3563,2011-06-02,Summer,0,Jun,8,0,Thu,1,Clear/Partly Cloudy,0.7,0.6364,0.32,0.2985,25,442,467,Afternoon
3564,2011-06-02,Summer,0,Jun,9,0,Thu,1,Clear/Partly Cloudy,0.72,0.6364,0.26,0.3582,28,197,225,Afternoon
3565,2011-06-02,Summer,0,Jun,10,0,Thu,1,Clear/Partly Cloudy,0.72,0.6515,0.28,0.4925,33,106,139,Afternoon
3566,2011-06-02,Summer,0,Jun,11,0,Thu,1,Clear/Partly Cloudy,0.74,0.6515,0.28,0.3881,42,123,165,Afternoon
3567,2011-06-02,Summer,0,Jun,12,0,Thu,1,Clear/Partly Cloudy,0.76,0.6667,0.25,0.4627,39,193,232,Afternoon
3568,2011-06-02,Summer,0,Jun,13,0,Thu,1,Clear/Partly Cloudy,0.8,0.6818,0.24,0.3582,35,168,203,Afternoon
